query,top_name,top_homba_id,score,methods,matched_alias,matched_query,modifier_terms,modifier_match_score,review_flag,rank2_name,rank2_score
Intracalcarine cortex (superior),superior medial parietal cortex,HOMBA:10215,0.666436,bm25+fuzzy,superior,Intracalcarine cortex (superior),superior,1.0,needs_review,rostral division of area 22,0.635339
Cingulate gyrus (anterior anterior part),anterior cingulate  cortex (ventromedial prefrontal cortex),HOMBA:10278,0.9775,bm25+fuzzy,anterior cingulate  cortex,cingulate cortex,anterior;anterior anterior part,0.5,modifier_conflict,cingulate cortex,0.88
Cingulate gyrus (anterior posterior part),anterior cingulate  cortex (ventromedial prefrontal cortex),HOMBA:10278,0.895,bm25+fuzzy,anterior cingulate  cortex,cingulate cortex,anterior;posterior;anterior posterior part,0.333333,modifier_conflict,cingulate cortex,0.88
Cingulate gyrus (posterior),posterior cingulate cortex (PCC),HOMBA:10285,1.0,bm25+fuzzy,posterior cingulate cortex,cingulate cortex,posterior,1.0,high_confidence,"cingulate gyrus, caudal (posterior) part",0.923571
Cuneal cortex,external shell (cortex) of inferior colliculus,HOMBA:12308,0.566442,bm25+fuzzy,cortex,Cuneal cortex,,1.0,low_confidence,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",0.544575
Central opercular cortex (anterior),lateral (rostral) entorhinal cortex,HOMBA:10318,0.651564,bm25+fuzzy,lateral (anterior) entorhinal cortex,Central opercular cortex (anterior),anterior,1.0,needs_review,anterior cingulate  cortex (ventromedial prefrontal cortex),0.636606
Central opercular cortex (posterior),frontal motor cortex (posterior frontal cortex),HOMBA:AA30009,0.645941,bm25+fuzzy,posterior frontal cortex,Central opercular cortex (posterior),posterior,1.0,needs_review,medial (caudal) entorhinal cortex,0.632892
Superior frontal gyrus (lateral anterior),superior frontal gyrus,HOMBA:12115,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,lateral;anterior;lateral anterior,0.0,needs_review,superior frontal sulcus,0.563914
Superior frontal gyrus (lateral middle),superior frontal gyrus,HOMBA:12115,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,lateral;middle;lateral middle,0.0,needs_review,middle frontal gyrus,0.691006
Superior frontal gyrus (lateral posterior),superior frontal gyrus,HOMBA:12115,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,lateral;posterior;lateral posterior,0.0,needs_review,superior frontal sulcus,0.563914
Middle frontal gyrus (anterior),middle frontal gyrus,HOMBA:12116,0.88,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,anterior,0.0,needs_review,anterior cingulate  cortex (ventromedial prefrontal cortex),0.400214
Middle frontal gyrus (middle),middle frontal gyrus,HOMBA:12116,1.0,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,middle,1.0,high_confidence,middle ectosylvian gyrus,0.456809
Middle frontal gyrus (posterior),middle frontal gyrus,HOMBA:12116,0.88,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,posterior,0.0,needs_review,frontal motor cortex (posterior frontal cortex),0.403467
Inferior frontal gyrus (anterior),inferior frontal gyrus,HOMBA:12117,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,anterior,0.0,needs_review,"inferior frontal gyrus, opercular part",0.689432
Inferior frontal gyrus (pars opercularis),inferior frontal gyrus,HOMBA:12117,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,pars;opercularis;pars opercularis,0.0,needs_review,"inferior frontal gyrus, opercular part",0.667432
Inferior frontal gyrus (pars orbitalis),inferior frontal gyrus,HOMBA:12117,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,pars;orbitalis;pars orbitalis,0.0,needs_review,"inferior frontal gyrus, opercular part",0.667432
Inferior frontal gyrus (pars triangularis),inferior frontal gyrus,HOMBA:12117,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,pars;triangularis;pars triangularis,0.0,needs_review,"inferior frontal gyrus, opercular part",0.667432
Frontal medial cortex,medial orbital frontal cortex (area 14),HOMBA:10195,0.837395,bm25+fuzzy,medial orbital frontal cortex,Frontal medial cortex,medial,1.0,needs_review,medial (caudal) entorhinal cortex,0.395177
Frontal opercular cortex,"inferior frontal gyrus, opercular part",HOMBA:12119,0.498288,bm25+fuzzy,"inferior frontal gyrus, opercular part",Frontal opercular cortex,,1.0,low_confidence,inferior frontal gyrus,0.497328
Frontal orbital cortex (anterior),orbital frontal cortex,HOMBA:10194,0.715158,bm25+fuzzy,orbital frontal cortex,Frontal orbital cortex,anterior,0.0,needs_review,"lateral orbital frontal cortex (OFCl, area 12/47)",0.643089
Frontal orbital cortex (lateral),"lateral orbital frontal cortex (OFCl, area 12/47)",HOMBA:10205,0.993571,bm25+fuzzy,lateral orbital frontal cortex,Frontal orbital cortex (lateral),lateral,1.0,high_confidence,orbital frontal cortex,0.715158
Frontal orbital cortex (medial),medial orbital frontal cortex (area 14),HOMBA:10195,0.989407,bm25+fuzzy,medial orbital frontal cortex,Frontal orbital cortex (medial),medial,1.0,high_confidence,orbital frontal cortex,0.715158
Frontal orbital cortex (posterior),orbital frontal cortex,HOMBA:10194,0.715158,bm25+fuzzy,orbital frontal cortex,Frontal orbital cortex,posterior,0.0,needs_review,"lateral orbital frontal cortex (OFCl, area 12/47)",0.643089
Frontal pole (lateral),frontal pole,HOMBA:146034888,0.88,bm25+exact+fuzzy,Frontal pole,Frontal pole,lateral,0.0,needs_review,"lateral orbital frontal cortex (OFCl, area 12/47)",0.385402
Frontal pole (medial),frontal pole,HOMBA:146034888,0.88,bm25+exact+fuzzy,Frontal pole,Frontal pole,medial,0.0,needs_review,medial orbital frontal cortex (area 14),0.387145
Heschl's gyrus,transverse temporal gyrus (Heschl's gyrus),HOMBA:12144,1.0,bm25+exact+fuzzy,Heschl's gyrus,Heschl's gyrus,,1.0,high_confidence,transverse temporal sulcus,0.510573
Insular cortex (anterior),major insular cortex,HOMBA:10288,0.88,bm25+exact+fuzzy,Insular cortex,Insular cortex,anterior,0.0,needs_review,granular insular cortex (area Ig),0.7172
Insular cortex (posterior),major insular cortex,HOMBA:10288,0.88,bm25+exact+fuzzy,Insular cortex,Insular cortex,posterior,0.0,needs_review,granular insular cortex (area Ig),0.7172
Occipital fusiform gyrus,fusiform (occipitotemporal) gyrus,HOMBA:AA30549,0.791667,bm25+fuzzy,fusiform   gyrus,Occipital fusiform gyrus,,1.0,needs_review,occipital lobe,0.597942
Lateral occipital cortex (inferior),"lateral temporal-occipital cortex (area 37l, area TEO)",HOMBA:AA30024,0.840855,bm25+fuzzy,lateral temporal-occipital cortex,Lateral occipital cortex,inferior;lateral,0.5,modifier_conflict,inferior occipital sulcus,0.614318
Lateral occipital cortex (superior),"lateral temporal-occipital cortex (area 37l, area TEO)",HOMBA:AA30024,0.840855,bm25+fuzzy,lateral temporal-occipital cortex,Lateral occipital cortex,superior;lateral,0.5,modifier_conflict,superior occipital gyrus,0.622432
Occipital pole,occipital pole,HOMBA:12149,1.0,bm25+exact+fuzzy,Occipital pole,Occipital pole,,1.0,high_confidence,occipital lobe,0.97
Paracingulate gyrus,paracingulate gyrus,HOMBA:146034872,1.0,bm25+exact+fuzzy,Paracingulate gyrus,Paracingulate gyrus,,1.0,high_confidence,uncus of (para)hippocampal gyrus,0.31092
Precuneal cortex,prefrontal cortex,HOMBA:10172,0.534309,bm25+fuzzy,prefrontal cortex,Precuneal cortex,,1.0,low_confidence,frontal cortex,0.528305
Parahippocampal gyrus (anterior),anterior parahippocampal gyrus,HOMBA:12163,1.0,bm25+fuzzy,anterior parahippocampal gyrus,Parahippocampal gyrus,anterior,1.0,high_confidence,parahippocampal gyrus,0.88
Parahippocampal gyrus (posterior),posterior parahippocampal gyrus,HOMBA:12164,1.0,bm25+fuzzy,posterior parahippocampal gyrus,Parahippocampal gyrus,posterior,1.0,high_confidence,posterior parahippocampal region (postrhinal cortex),1.0
Parietal opercular cortex,parietal cortex,HOMBA:10208,0.69793,bm25+fuzzy+hierarchy_parent,parietal cortex,Parietal opercular cortex,,1.0,needs_review,parietal lobe,0.645607
Postcentral gyrus (lateral inferior),postcentral gyrus,HOMBA:12132,0.88,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,lateral;inferior;lateral inferior,0.0,needs_review,inferior horn of lateral ventricles,0.322683
Postcentral gyrus (lateral middle),postcentral gyrus,HOMBA:12132,0.88,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,lateral;middle;lateral middle,0.0,needs_review,middle temporal gyrus,0.57008
Postcentral gyrus (lateral superior),postcentral gyrus,HOMBA:12132,0.88,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,lateral;superior;lateral superior,0.0,needs_review,lateral superior olivary nucleus,0.597987
Postcentral gyrus (medial),postcentral gyrus,HOMBA:12132,0.88,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,medial,0.0,needs_review,medial orbital gyrus,0.411389
Planum polare,planum polare,HOMBA:12147,1.0,bm25+exact+fuzzy,Planum polare,Planum polare,,1.0,high_confidence,planum temporale,0.278026
Pre-supplementary motor area (inferior),medial division of area 6 (supplementary motor area),HOMBA:AA30012,0.7172,bm25+fuzzy,supplementary motor area,Pre-supplementary motor area,inferior,0.0,needs_review,"caudal (posterior, inferior) medullary velum",0.576505
Pre-supplementary motor area (superior),medial division of area 6 (supplementary motor area),HOMBA:AA30012,0.7172,bm25+fuzzy,supplementary motor area,Pre-supplementary motor area,superior,0.0,needs_review,"rostral (anterior, superior) medullary velum",0.585028
Precentral gyrus (lateral inferior),precentral gyrus,HOMBA:12114,0.88,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,lateral;inferior;lateral inferior,0.0,needs_review,inferior horn of lateral ventricles,0.322683
Precentral gyrus (lateral middle),precentral gyrus,HOMBA:12114,0.88,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,lateral;middle;lateral middle,0.0,needs_review,"lateral fissure, main (caudal) ramus",0.575969
Precentral gyrus (lateral superior),precentral gyrus,HOMBA:12114,0.88,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,lateral;superior;lateral superior,0.0,needs_review,lateral superior olivary nucleus,0.601391
Precentral gyrus (medial),precentral gyrus,HOMBA:12114,0.88,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,medial,0.0,needs_review,medial orbital gyrus,0.411389
Subcallosal cortex,subgenual (subcallosal) cingulate cortex (area 25),HOMBA:10281,0.494169,bm25+fuzzy,subcallosal,Subcallosal cortex,,1.0,low_confidence,cingulate cortex,0.493785
Supracalcarine cortex,dorsolateral temporal cortex,HOMBA:13322,0.513508,hierarchy_parent,dorsolateral temporal cortex,Supracalcarine cortex,,1.0,low_confidence,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",0.460206
Supramarginal gyrus (anterior),supramarginal gyrus,HOMBA:12135,0.88,bm25+exact+fuzzy,Supramarginal gyrus,Supramarginal gyrus,anterior,0.0,needs_review,anterior cingulate  cortex (ventromedial prefrontal cortex),0.420214
Supramarginal gyrus (posterior),supramarginal gyrus,HOMBA:12135,0.88,bm25+exact+fuzzy,Supramarginal gyrus,Supramarginal gyrus,posterior,0.0,needs_review,posterior cingulate cortex (PCC),0.418496
Superior parietal lobule (anterior),superior parietal lobule (gyrus),HOMBA:12133,0.88,bm25+exact+fuzzy,Superior parietal lobule,Superior parietal lobule,anterior,0.0,needs_review,superior medial parietal cortex,0.498397
Superior parietal lobule (posterior),superior parietal lobule (gyrus),HOMBA:12133,0.88,bm25+exact+fuzzy,Superior parietal lobule,Superior parietal lobule,posterior,0.0,needs_review,superior medial parietal cortex,0.498397
Superior temporal gyrus (anterior),superior temporal gyrus,HOMBA:12140,0.88,bm25+exact+fuzzy,Superior temporal gyrus,Superior temporal gyrus,anterior,0.0,needs_review,rostral division of area 22,0.800178
Superior temporal gyrus (posterior),superior temporal gyrus,HOMBA:12140,0.88,bm25+exact+fuzzy,Superior temporal gyrus,Superior temporal gyrus,posterior,0.0,needs_review,caudal division of area 22,0.796969
Middle temporal gyrus (anterior),middle temporal gyrus,HOMBA:12141,0.88,bm25+exact+fuzzy,Middle temporal gyrus,Middle temporal gyrus,anterior,0.0,needs_review,"inferior temporal sulcus, rostral portion (anterior middle temporal sulcus)",0.79553
Middle temporal gyrus (posterior),middle temporal gyrus,HOMBA:12141,0.88,bm25+exact+fuzzy,Middle temporal gyrus,Middle temporal gyrus,posterior,0.0,needs_review,"inferior temporal sulcus, caudal portion (posterior middle temporal sulcus)",0.79252
Inferior temporal gyrus (anterior),inferior temporal gyrus,HOMBA:12142,0.88,bm25+exact+fuzzy,Inferior temporal gyrus,Inferior temporal gyrus,anterior,0.0,needs_review,superior temporal gyrus,0.604975
Inferior temporal gyrus (posterior),inferior temporal gyrus,HOMBA:12142,0.88,bm25+exact+fuzzy,Inferior temporal gyrus,Inferior temporal gyrus,posterior,0.0,needs_review,superior temporal gyrus,0.604975
Temporal frontal cortex (anterior),rostral division of area 22,HOMBA:10241,0.759274,bm25+fuzzy,anterior   superior temporal cortex,Temporal frontal cortex (anterior),anterior,1.0,needs_review,frontal cortex,0.676739
Temporal frontal cortex (posterior),frontal motor cortex (posterior frontal cortex),HOMBA:AA30009,0.868214,bm25+fuzzy,posterior frontal cortex,Temporal frontal cortex (posterior),posterior,1.0,needs_review,caudal division of area 22,0.754553
Middle temporal gyrus (temporo-occipital),middle temporal gyrus,HOMBA:12141,0.88,bm25+exact+fuzzy,Middle temporal gyrus,Middle temporal gyrus,temporo;occipital;temporo occipital,0.0,needs_review,"fifth visual area (middle temporal area, MT)",0.59902
Inferior temporal gyrus (temporo-occipital),inferior temporal gyrus,HOMBA:12142,0.88,bm25+exact+fuzzy,Inferior temporal gyrus,Inferior temporal gyrus,temporo;occipital;temporo occipital,0.0,needs_review,inferior occipital gyrus,0.72855
Temporal occipital fusiform cortex,ventrolateral temporal cortex,HOMBA:13324,0.674285,bm25+hierarchy_parent,ventrolateral temporal cortex,Temporal occipital fusiform cortex,,1.0,needs_review,temporal cortex,0.616877
Primary visual cortex,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",HOMBA:10269,1.0,bm25+exact+fuzzy+hierarchy_parent,Primary visual cortex,Primary visual cortex,,1.0,high_confidence,dorsolateral extrastriate occipital cortex,0.9575
Secondary visual cortex,dorsolateral extrastriate occipital cortex,HOMBA:AA30822,0.83465,hierarchy_parent,dorsolateral extrastriate occipital cortex,Secondary visual cortex,,1.0,needs_review,ventromedial extrastriate occipital cortex,0.83465
Visual area V3,"dorsal third visual area (V3D, V3)",HOMBA:AA30824,0.624612,bm25+fuzzy,dorsal third visual cortex v3,visual cortex v3,,1.0,needs_review,sixth visual area,0.235666
Visual area V3A,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",HOMBA:10269,0.665067,bm25+fuzzy+hierarchy_parent,visual cortex,visual cortex v3a,,1.0,needs_review,"fifth visual area (middle temporal area, MT)",0.509601
Visual area V3B,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",HOMBA:10269,0.665067,bm25+fuzzy+hierarchy_parent,visual cortex,visual cortex v3b,,1.0,needs_review,"fifth visual area (middle temporal area, MT)",0.509601
Visual area V4,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",HOMBA:10269,0.665067,bm25+fuzzy+hierarchy_parent,visual cortex,visual cortex v4,,1.0,needs_review,ventral fourth visual area (V4V),0.5375
Visual area V6,"sixth visual area V6 , part A",HOMBA:267499151,0.660445,bm25+fuzzy,sixth visual cortex v6 part a,visual cortex v6,,1.0,needs_review,sixth visual area,0.636783
Visual area V6A,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",HOMBA:10269,0.665067,bm25+fuzzy+hierarchy_parent,visual cortex,visual cortex v6a,,1.0,needs_review,"sixth visual area V6 , part A",0.556704
Visual area V7,seventh visual area V7,HOMBA:267499179,0.734583,bm25+fuzzy,seventh visual cortex v7,visual cortex v7,,1.0,needs_review,sixth visual area,0.235666
Visual area V8,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",HOMBA:10269,0.665067,bm25+fuzzy+hierarchy_parent,visual cortex,visual cortex v8,,1.0,needs_review,"fifth visual area (middle temporal area, MT)",0.52175
Middle temporal area,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,1.0,bm25+exact+fuzzy,Middle temporal area,Middle temporal area,,1.0,high_confidence,dorsolateral temporal cortex,0.8342
Medial superior temporal area,medial superior temporal area,HOMBA:AA30021,1.0,bm25+exact+fuzzy,Medial superior temporal area,Medial superior temporal area,medial,1.0,high_confidence,superior (dorsal) temporal sulcus,0.559782
Fundal superior temporal area,temporal lobe,HOMBA:12139,0.62315,bm25+hierarchy_parent,temporal lobe,Fundal superior temporal area,,1.0,needs_review,medial superior temporal area,0.615103
Area PH,subincertal nucleus (area),HOMBA:AA30351,0.529821,fuzzy,area,Area PH,,1.0,low_confidence,ventral tuberomammillary nucleus (area),0.529821
V4 transitional area,transitional fourth visual area (V4T),HOMBA:AA30818,0.46536,bm25+fuzzy,transitional fourth visual area,V4 transitional area,,1.0,low_confidence,amygdaloid transition areas,0.391388
Primary motor cortex,"primary motor cortex (first motor cortex, area 4, area FA)",HOMBA:10163,1.0,bm25+exact+fuzzy,Primary motor cortex,Primary motor cortex,,1.0,high_confidence,frontal motor cortex (posterior frontal cortex),0.8342
Somatosensory area 3a,"primary somatosensory cortex (first somatosensory cortex, areas 3,1,2)",HOMBA:10209,0.665067,bm25+fuzzy+hierarchy_parent,somatosensory cortex,somatosensory cortex 3a,,1.0,needs_review,somatosensory radiation,0.540283
Somatosensory area 3b,"primary somatosensory cortex (first somatosensory cortex, areas 3,1,2)",HOMBA:10209,0.665067,bm25+fuzzy+hierarchy_parent,somatosensory cortex,somatosensory cortex 3b,,1.0,needs_review,somatosensory radiation,0.540283
Somatosensory area 1,area 1 of primary somatosensory cortex,HOMBA:AA30014,0.679416,bm25+fuzzy,area 1 of somatosensory cortex,somatosensory cortex 1,,1.0,needs_review,subareas of primary somatosensory cortex,0.653098
Somatosensory area 2,area 2 of primary somatosensory cortex,HOMBA:AA30015,0.679416,bm25+fuzzy,area 2 of somatosensory cortex,somatosensory cortex 2,,1.0,needs_review,subareas of primary somatosensory cortex,0.653098
Frontal eye field,frontal eye field of premotor cortex,HOMBA:AA30010,0.616995,bm25+fuzzy,frontal eye field of premotor cortex,Frontal eye field,,1.0,needs_review,frontal lobe,0.304478
Premotor eye field,frontal eye field of premotor cortex,HOMBA:AA30010,0.55237,bm25+fuzzy,frontal eye field of premotor cortex,Premotor eye field,,1.0,low_confidence,prerubral field (field H3),0.249859
Area 55b,area 55b of premotor cortex,HOMBA:AA30011,0.468098,bm25+fuzzy,area 55b of premotor cortex,Area 55b,,1.0,low_confidence,,
Premotor area 6a,"premotor cortex (area 6, area FB, secondary motor cortex)",HOMBA:10168,0.498184,bm25+fuzzy,premotor cortex,Premotor area 6a,,1.0,low_confidence,area 55b of premotor cortex,0.404084
Premotor area 6v,"premotor cortex (area 6, area FB, secondary motor cortex)",HOMBA:10168,0.498184,bm25+fuzzy,premotor cortex,Premotor area 6v,,1.0,low_confidence,area 55b of premotor cortex,0.404084
Premotor area 6d,"premotor cortex (area 6, area FB, secondary motor cortex)",HOMBA:10168,0.498184,bm25+fuzzy,premotor cortex,Premotor area 6d,,1.0,low_confidence,area 55b of premotor cortex,0.404084
Premotor area 6m,"premotor cortex (area 6, area FB, secondary motor cortex)",HOMBA:10168,0.498184,bm25+fuzzy,premotor cortex,Premotor area 6m,,1.0,low_confidence,area 55b of premotor cortex,0.404084
Premotor area 6r,"premotor cortex (area 6, area FB, secondary motor cortex)",HOMBA:10168,0.498184,bm25+fuzzy,premotor cortex,Premotor area 6r,,1.0,low_confidence,area 55b of premotor cortex,0.404084
Premotor area 6mp,"premotor cortex (area 6, area FB, secondary motor cortex)",HOMBA:10168,0.49071,bm25+fuzzy,premotor cortex,Premotor area 6mp,,1.0,low_confidence,area 55b of premotor cortex,0.399275
Prefrontal area 8Av,prefrontal cortex,HOMBA:10172,0.473252,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 8Av,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.450393
Prefrontal area 8Ad,prefrontal cortex,HOMBA:10172,0.473252,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 8Ad,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.450393
Prefrontal area 8BL,prefrontal cortex,HOMBA:10172,0.473252,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 8BL,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.450393
Prefrontal area 8BM,prefrontal cortex,HOMBA:10172,0.473252,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 8BM,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.450393
Prefrontal area 8C,prefrontal cortex,HOMBA:10172,0.480276,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 8C,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.456859
Prefrontal area 9-46v,intermediate division of DFC (area 9/46),HOMBA:10181,0.544949,bm25+fuzzy,area 9,Prefrontal area 9-46v,,1.0,low_confidence,"rostrodorsal division of DFC (area 9, DFCd)",0.544949
Prefrontal area 9-46d,intermediate division of DFC (area 9/46),HOMBA:10181,0.544949,bm25+fuzzy,area 9,Prefrontal area 9-46d,,1.0,low_confidence,"rostrodorsal division of DFC (area 9, DFCd)",0.544949
Prefrontal area 46,"rostroventral division of DFC (area 46, DFCv)",HOMBA:10184,0.629137,bm25+fuzzy+hierarchy_parent,area 46,Prefrontal area 46,,1.0,needs_review,dorsolateral prefrontal cortex,0.609858
Prefrontal area 47s,prefrontal cortex,HOMBA:10172,0.473252,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 47s,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.450393
Prefrontal area 47m,prefrontal cortex,HOMBA:10172,0.473252,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 47m,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.450393
Prefrontal area 47l,prefrontal cortex,HOMBA:10172,0.473252,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 47l,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.450393
Prefrontal area 47r,prefrontal cortex,HOMBA:10172,0.473252,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 47r,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.450393
Prefrontal area 9a,prefrontal cortex,HOMBA:10172,0.480276,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 9a,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.456859
Prefrontal area 9m,prefrontal cortex,HOMBA:10172,0.480276,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 9m,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.456859
Prefrontal area 9p,prefrontal cortex,HOMBA:10172,0.480276,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 9p,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.456859
Prefrontal area 10d,prefrontal cortex,HOMBA:10172,0.473252,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 10d,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.450393
Prefrontal area 10r,prefrontal cortex,HOMBA:10172,0.473252,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 10r,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.450393
