dataset,query,review_flag,score,top_homba_id,top_name,methods,matched_query,matched_alias,modifier_terms,modifier_match_score,rank2_name,rank2_score,_category,_mechanism
corpus,Prefrontal area 9a,low_confidence,0.48031,HOMBA:10172,prefrontal cortex,bm25+fuzzy+hierarchy_parent,Prefrontal area 9a,prefrontal cortex,,1.0,anterior cingulate  cortex (ventromedial prefrontal cortex),0.456893,D_homba_gap,HOMBA lacks this granularity
corpus,Prefrontal area 9m,low_confidence,0.48031,HOMBA:10172,prefrontal cortex,bm25+fuzzy+hierarchy_parent,Prefrontal area 9m,prefrontal cortex,,1.0,anterior cingulate  cortex (ventromedial prefrontal cortex),0.456893,D_homba_gap,HOMBA lacks this granularity
corpus,Prefrontal area 9p,low_confidence,0.48031,HOMBA:10172,prefrontal cortex,bm25+fuzzy+hierarchy_parent,Prefrontal area 9p,prefrontal cortex,,1.0,anterior cingulate  cortex (ventromedial prefrontal cortex),0.456893,D_homba_gap,HOMBA lacks this granularity
corpus,Vestigial hippocampal sulcus,low_confidence,0.488391,HOMBA:10560,hippocampal commissure,bm25+fuzzy+hierarchy_parent,Vestigial hippocampal sulcus,hippocampal commissure,,1.0,hippocampal fissure,0.483353,B_algo,wrong top-1 (better candidate exists)
corpus,Cingulate area 24dd,low_confidence,0.488395,HOMBA:10217,cingulate subdivision of area 5,bm25+fuzzy,Cingulate area 24dd,cingulate subdivision of area 5,,1.0,cingulate cortex,0.440965,D_homba_gap,HOMBA lacks this granularity
corpus,Cingulate area 24dv,low_confidence,0.488395,HOMBA:10217,cingulate subdivision of area 5,bm25+fuzzy,Cingulate area 24dv,cingulate subdivision of area 5,,1.0,cingulate cortex,0.440965,D_homba_gap,HOMBA lacks this granularity
corpus,Opercular area OP2-3,low_confidence,0.48908,HOMBA:266441161,opercular subdivision of area 44,bm25+fuzzy,Opercular area OP2-3,opercular subdivision of area 44,,1.0,subincertal nucleus (area),0.29025,D_homba_gap,HOMBA lacks this granularity
corpus,Premotor area 6mp,low_confidence,0.490741,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",bm25+fuzzy,Premotor area 6mp,premotor cortex,,1.0,area 55b of premotor cortex,0.399311,D_homba_gap,HOMBA lacks this granularity
corpus,Cingulate area 23c,low_confidence,0.493369,HOMBA:10217,cingulate subdivision of area 5,bm25+fuzzy,Cingulate area 23c,cingulate subdivision of area 5,,1.0,cingulate cortex,0.447868,D_homba_gap,HOMBA lacks this granularity
corpus,Cingulate area 23d,low_confidence,0.493369,HOMBA:10217,cingulate subdivision of area 5,bm25+fuzzy,Cingulate area 23d,cingulate subdivision of area 5,,1.0,cingulate cortex,0.447868,D_homba_gap,HOMBA lacks this granularity
corpus,Cingulate area 31a,low_confidence,0.493369,HOMBA:10217,cingulate subdivision of area 5,bm25+fuzzy,Cingulate area 31a,cingulate subdivision of area 5,,1.0,cingulate cortex,0.447868,D_homba_gap,HOMBA lacks this granularity
corpus,Cingulate area a24,low_confidence,0.493369,HOMBA:10217,cingulate subdivision of area 5,bm25+fuzzy,Cingulate area a24,cingulate subdivision of area 5,,1.0,cingulate cortex,0.447868,D_homba_gap,HOMBA lacks this granularity
corpus,Cingulate area p24,low_confidence,0.493369,HOMBA:10217,cingulate subdivision of area 5,bm25+fuzzy,Cingulate area p24,cingulate subdivision of area 5,,1.0,cingulate cortex,0.447868,D_homba_gap,HOMBA lacks this granularity
corpus,Premotor area 6a,low_confidence,0.498215,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",bm25+fuzzy,Premotor area 6a,premotor cortex,,1.0,area 55b of premotor cortex,0.404119,D_homba_gap,HOMBA lacks this granularity
corpus,Premotor area 6d,low_confidence,0.498215,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",bm25+fuzzy,Premotor area 6d,premotor cortex,,1.0,area 55b of premotor cortex,0.404119,D_homba_gap,HOMBA lacks this granularity
corpus,Premotor area 6m,low_confidence,0.498215,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",bm25+fuzzy,Premotor area 6m,premotor cortex,,1.0,area 55b of premotor cortex,0.404119,D_homba_gap,HOMBA lacks this granularity
corpus,Premotor area 6r,low_confidence,0.498215,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",bm25+fuzzy,Premotor area 6r,premotor cortex,,1.0,area 55b of premotor cortex,0.404119,D_homba_gap,HOMBA lacks this granularity
corpus,Premotor area 6v,low_confidence,0.498215,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",bm25+fuzzy,Premotor area 6v,premotor cortex,,1.0,area 55b of premotor cortex,0.404119,D_homba_gap,HOMBA lacks this granularity
corpus,Centre median parafascicular complex,low_confidence,0.501895,HOMBA:10428,posterior nuclear complex of thalamus,hierarchy_parent,Centre median parafascicular complex,posterior nuclear complex of thalamus,,1.0,subicular complex,0.454027,B_algo,wrong top-1 (better candidate exists)
corpus,Laterodorsal tegmentum,low_confidence,0.504843,HOMBA:AA30860,laterodorsal subdivision of PuM,bm25+fuzzy,Laterodorsal tegmentum,laterodorsal subdivision of PuM,,1.0,pontine tegmentum,0.500243,B_algo,wrong top-1 (better candidate exists)
corpus,Temporal area STSda,low_confidence,0.505197,HOMBA:12139,temporal lobe,bm25+fuzzy+hierarchy_parent,Temporal area STSda,temporal lobe,,1.0,temporal claustrum,0.493558,D_homba_gap,HOMBA lacks this granularity
corpus,Temporal area STSdp,low_confidence,0.505197,HOMBA:12139,temporal lobe,bm25+fuzzy+hierarchy_parent,Temporal area STSdp,temporal lobe,,1.0,temporal claustrum,0.493558,D_homba_gap,HOMBA lacks this granularity
corpus,Temporal area STSva,low_confidence,0.505197,HOMBA:12139,temporal lobe,bm25+fuzzy+hierarchy_parent,Temporal area STSva,temporal lobe,,1.0,temporal claustrum,0.493558,D_homba_gap,HOMBA lacks this granularity
corpus,Temporal area STSvp,low_confidence,0.505197,HOMBA:12139,temporal lobe,bm25+fuzzy+hierarchy_parent,Temporal area STSvp,temporal lobe,,1.0,temporal claustrum,0.493558,D_homba_gap,HOMBA lacks this granularity
corpus,Temporal area STGg,low_confidence,0.512266,HOMBA:12139,temporal lobe,bm25+fuzzy+hierarchy_parent,Temporal area STGg,temporal lobe,,1.0,temporal claustrum,0.500359,D_homba_gap,HOMBA lacks this granularity
corpus,Supracalcarine cortex,low_confidence,0.513508,HOMBA:13322,dorsolateral temporal cortex,hierarchy_parent,Supracalcarine cortex,dorsolateral temporal cortex,,1.0,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",0.460206,B_algo,wrong top-1 (better candidate exists)
corpus,Temporal area TE1a,low_confidence,0.514775,HOMBA:12139,temporal lobe,bm25+fuzzy+hierarchy_parent,Temporal area TE1a,temporal lobe,,1.0,temporal claustrum,0.484723,D_homba_gap,HOMBA lacks this granularity
corpus,Temporal area TE1m,low_confidence,0.514775,HOMBA:12139,temporal lobe,bm25+fuzzy+hierarchy_parent,Temporal area TE1m,temporal lobe,,1.0,temporal claustrum,0.494445,D_homba_gap,HOMBA lacks this granularity
corpus,Temporal area TE1p,low_confidence,0.514775,HOMBA:12139,temporal lobe,bm25+fuzzy+hierarchy_parent,Temporal area TE1p,temporal lobe,,1.0,temporal claustrum,0.484723,D_homba_gap,HOMBA lacks this granularity
corpus,Temporal area TE2a,low_confidence,0.514775,HOMBA:12139,temporal lobe,bm25+fuzzy+hierarchy_parent,Temporal area TE2a,temporal lobe,,1.0,temporal claustrum,0.484723,D_homba_gap,HOMBA lacks this granularity
corpus,Forel's field H,low_confidence,0.51772,HOMBA:AA30325,prerubral field (field H3),bm25+fuzzy,Forel's field H,prerubral field (field H3),,1.0,lenticular fasciculus (field H2),0.511592,D_homba_gap,HOMBA lacks this granularity
corpus,Temporal area PSL,low_confidence,0.519881,HOMBA:12139,temporal lobe,bm25+fuzzy+hierarchy_parent,Temporal area PSL,temporal lobe,,1.0,temporal claustrum,0.489256,D_homba_gap,HOMBA lacks this granularity
corpus,Temporal area TGd,low_confidence,0.519881,HOMBA:12139,temporal lobe,bm25+fuzzy+hierarchy_parent,Temporal area TGd,temporal lobe,,1.0,temporal claustrum,0.489256,D_homba_gap,HOMBA lacks this granularity
corpus,Opercular area OP1,low_confidence,0.520818,HOMBA:266441161,opercular subdivision of area 44,bm25+fuzzy,Opercular area OP1,opercular subdivision of area 44,,1.0,subincertal nucleus (area),0.304583,D_homba_gap,HOMBA lacks this granularity
corpus,Opercular area OP4,low_confidence,0.527818,HOMBA:266441161,opercular subdivision of area 44,bm25+fuzzy,Opercular area OP4,opercular subdivision of area 44,,1.0,subincertal nucleus (area),0.304583,D_homba_gap,HOMBA lacks this granularity
corpus,Area PH,low_confidence,0.529821,HOMBA:AA30351,subincertal nucleus (area),fuzzy,Area PH,area,,1.0,ventral tuberomammillary nucleus (area),0.529821,B_algo,weak/lone-token fuzzy trap
corpus,Precuneal cortex,low_confidence,0.534309,HOMBA:10172,prefrontal cortex,bm25+fuzzy,Precuneal cortex,prefrontal cortex,,1.0,frontal cortex,0.528305,B_algo,wrong top-1 (better candidate exists)
corpus,Prefrontal area 9-46d,low_confidence,0.544979,HOMBA:10181,intermediate division of DFC (area 9/46),bm25+fuzzy,Prefrontal area 9-46d,area 9,,1.0,"rostrodorsal division of DFC (area 9, DFCd)",0.544979,D_homba_gap,HOMBA lacks this granularity
corpus,Prefrontal area 9-46v,low_confidence,0.544979,HOMBA:10181,intermediate division of DFC (area 9/46),bm25+fuzzy,Prefrontal area 9-46v,area 9,,1.0,"rostrodorsal division of DFC (area 9, DFCd)",0.544979,D_homba_gap,HOMBA lacks this granularity
corpus,A1 catecholaminergic cell group,low_confidence,0.546631,HOMBA:AA30843,A8 dopamine cell group,bm25+fuzzy,A1 catecholaminergic cell group,A8 dopamine cell group,,1.0,A2 noradrenaline cell group,0.505414,D_homba_gap,HOMBA lacks this granularity
corpus,A4 catecholaminergic cell group,low_confidence,0.546631,HOMBA:AA30843,A8 dopamine cell group,bm25+fuzzy,A4 catecholaminergic cell group,A8 dopamine cell group,,1.0,A2 noradrenaline cell group,0.505414,D_homba_gap,HOMBA lacks this granularity
corpus,A5 catecholaminergic cell group,low_confidence,0.546631,HOMBA:AA30843,A8 dopamine cell group,bm25+fuzzy,A5 catecholaminergic cell group,A8 dopamine cell group,,1.0,A2 noradrenaline cell group,0.505414,D_homba_gap,HOMBA lacks this granularity
corpus,Insular area FOP1,low_confidence,0.547455,HOMBA:12176,insular lobe,bm25+fuzzy+hierarchy_parent,Insular area FOP1,insula,,1.0,major insular cortex,0.424743,D_homba_gap,HOMBA lacks this granularity
corpus,Insular area FOP2,low_confidence,0.547455,HOMBA:12176,insular lobe,bm25+fuzzy+hierarchy_parent,Insular area FOP2,insula,,1.0,major insular cortex,0.424743,D_homba_gap,HOMBA lacks this granularity
corpus,Insular area FOP3,low_confidence,0.547455,HOMBA:12176,insular lobe,bm25+fuzzy+hierarchy_parent,Insular area FOP3,insula,,1.0,major insular cortex,0.424743,D_homba_gap,HOMBA lacks this granularity
corpus,Insular area FOP4,low_confidence,0.547455,HOMBA:12176,insular lobe,bm25+fuzzy+hierarchy_parent,Insular area FOP4,insula,,1.0,major insular cortex,0.424743,D_homba_gap,HOMBA lacks this granularity
corpus,Insular area FOP5,low_confidence,0.547455,HOMBA:12176,insular lobe,bm25+fuzzy+hierarchy_parent,Insular area FOP5,insula,,1.0,major insular cortex,0.424743,D_homba_gap,HOMBA lacks this granularity
corpus,Anterior intraparietal area,low_confidence,0.554875,HOMBA:12840,"lobule II (central lobule and wing, anterior part)",bm25+fuzzy,Anterior intraparietal area,anterior part,,1.0,"lobule IV (culmen and quadrangular lobule, anterior part)",0.554875,B_algo,wrong top-1 (better candidate exists)
corpus,Cuneal cortex,low_confidence,0.566442,HOMBA:12308,external shell (cortex) of inferior colliculus,bm25+fuzzy,Cuneal cortex,cortex,,1.0,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",0.544575,B_algo,wrong top-1 (better candidate exists)
corpus,Temporal area TF,low_confidence,0.568748,HOMBA:10260,lateral division of PHC (area TF),bm25+fuzzy,Temporal area TF,area TF,,1.0,temporal lobe,0.528107,D_homba_gap,HOMBA lacks this granularity
corpus,Parietal area IP0,low_confidence,0.574173,HOMBA:12131,parietal lobe,bm25+fuzzy+hierarchy_parent,Parietal area IP0,parietal lobe,,1.0,parietal operculum,0.494173,D_homba_gap,HOMBA lacks this granularity
corpus,Parietal area IP1,low_confidence,0.574173,HOMBA:12131,parietal lobe,bm25+fuzzy+hierarchy_parent,Parietal area IP1,parietal lobe,,1.0,parietal operculum,0.494173,D_homba_gap,HOMBA lacks this granularity
corpus,Parietal area IP2,low_confidence,0.574173,HOMBA:12131,parietal lobe,bm25+fuzzy+hierarchy_parent,Parietal area IP2,parietal lobe,,1.0,parietal operculum,0.494173,D_homba_gap,HOMBA lacks this granularity
corpus,Parietal area PFt,low_confidence,0.574173,HOMBA:12131,parietal lobe,bm25+fuzzy+hierarchy_parent,Parietal area PFt,parietal lobe,,1.0,"rostral division of IPC (IPCr, area 40, area PF)",0.496324,D_homba_gap,HOMBA lacks this granularity
corpus,Parietal area PGi,low_confidence,0.574173,HOMBA:12131,parietal lobe,bm25+fuzzy+hierarchy_parent,Parietal area PGi,parietal lobe,,1.0,parietal operculum,0.494173,D_homba_gap,HOMBA lacks this granularity
corpus,Parietal area PGp,low_confidence,0.574173,HOMBA:12131,parietal lobe,bm25+fuzzy+hierarchy_parent,Parietal area PGp,parietal lobe,,1.0,parietal operculum,0.494173,D_homba_gap,HOMBA lacks this granularity
corpus,Parietal area PGs,low_confidence,0.574173,HOMBA:12131,parietal lobe,bm25+fuzzy+hierarchy_parent,Parietal area PGs,parietal lobe,,1.0,parietal operculum,0.494173,D_homba_gap,HOMBA lacks this granularity
corpus,Frontal area SFL,low_confidence,0.579864,HOMBA:12113,frontal lobe,bm25+fuzzy+hierarchy_parent,Frontal area SFL,frontal lobe,,1.0,frontal pole,0.499864,D_homba_gap,HOMBA lacks this granularity
corpus,Parietal area PFm,low_confidence,0.584173,HOMBA:12131,parietal lobe,bm25+fuzzy+hierarchy_parent,Parietal area PFm,parietal lobe,,1.0,parietal operculum,0.504173,D_homba_gap,HOMBA lacks this granularity
corpus,Parietal area PFop,low_confidence,0.585961,HOMBA:12131,parietal lobe,bm25+fuzzy+hierarchy_parent,Parietal area PFop,parietal lobe,,1.0,parietal operculum,0.505961,D_homba_gap,HOMBA lacks this granularity
corpus,Parietal area PFcm,low_confidence,0.58735,HOMBA:12131,parietal lobe,bm25+fuzzy+hierarchy_parent,Parietal area PFcm,parietal lobe,,1.0,parietal operculum,0.50735,D_homba_gap,HOMBA lacks this granularity
species,Centrolateral and Paracentral Thalamus,needs_review,0.601481,HOMBA:10443,rostral intralaminar nuclei of thalamus,hierarchy_parent,Centrolateral and Paracentral Thalamus,rostral intralaminar nuclei of thalamus,,1.0,ventroanterior-ventrolateral nuclear complex of thalamus,0.553369,B_algo,hierarchy_parent over-promotion
species,"Ventral striatal region, unspecified",needs_review,0.601926,HOMBA:12187,anterior (ventral /principal) pretectal nucleus,bm25+fuzzy,"Ventral striatal region, unspecified",ventral,ventral,1.0,anterior (ventral) spinal artery,0.601926,B_algo,weak/lone-token fuzzy trap
species,Fastigial Cerebellar Nucleus,needs_review,0.609505,HOMBA:10660,cerebellar deep nuclei,bm25+fuzzy,fastigial cerebellar nuclei,cerebellar deep nuclei,,1.0,fastigial (medial) nucleus,0.594249,B_algo,wrong top-1 (better candidate exists)
species,Saginum Nucleus,needs_review,0.610833,HOMBA:12313,sagulum nucleus (nucleus sagulum),bm25+fuzzy,Saginum Nucleus,sagulum nucleus,,1.0,lateral reticular nuclei of pons,0.568213,C_dict,sagulum spelling
species,"Primary somatosensory area, forelimb representation",needs_review,0.616768,HOMBA:10209,"primary somatosensory cortex (first somatosensory cortex, areas 3,1,2)",bm25+fuzzy+hierarchy_parent,primary somatosensory cortex forelimb representation,primary somatosensory cortex,,1.0,area 1 of primary somatosensory cortex,0.522104,D_homba_gap,HOMBA lacks this granularity
