structure_name,category,notes,rcs_rank,rcs_candidate_homba_id,rcs_candidate_name,rcs_candidate_acronym,rcs_candidate_dhba_name,rcs_candidate_dhba_acronym,rcs_candidate_parent_id,rcs_candidate_graph_order,rcs_candidate_depth,rcs_score,rcs_methods,rcs_matched_query,rcs_matched_alias,rcs_review_flag,rcs_modifier_terms,rcs_modifier_match_score,rcs_hierarchy_reason,rcs_dhba_filter
Insular lobe,lobe,exact HOMBA name,1,HOMBA:12176,insular lobe,InL,insular lobe,InL,HOMBA:12112,2001,1911,1.0,bm25+exact+fuzzy+hierarchy_parent,Insular lobe,Insular lobe,high_confidence,,1.0,common_parent_of_2_candidates,both
Insular lobe,lobe,exact HOMBA name,2,HOMBA:12179,limen insula,LI,limen insula,LI,HOMBA:AA30560,2005,2005,0.854167,bm25+fuzzy,Insular lobe,limen insular lobe,needs_review,,1.0,,both
Insular lobe,lobe,exact HOMBA name,3,HOMBA:13343,precentral sulcus of insula,prin,precentral sulcus of insula,prin,HOMBA:10611,1882,1840,0.528019,bm25+fuzzy,Insular lobe,precentral sulcus of insular lobe,low_confidence,,1.0,,both
Insula,lobe,common synonym,1,HOMBA:12176,insular lobe,InL,insular lobe,InL,HOMBA:12112,2001,1911,1.0,bm25+exact+fuzzy+hierarchy_parent,Insula,Insula,high_confidence,,1.0,common_parent_of_2_candidates,both
Insula,lobe,common synonym,2,HOMBA:12179,limen insula,LI,limen insula,LI,HOMBA:AA30560,2005,2005,0.8125,bm25+fuzzy,insular lobe,limen insular lobe,needs_review,,1.0,,both
Insula,lobe,common synonym,3,HOMBA:13343,precentral sulcus of insula,prin,precentral sulcus of insula,prin,HOMBA:10611,1882,1840,0.499352,bm25+fuzzy,insular lobe,precentral sulcus of insular lobe,low_confidence,,1.0,,both
Cingulate cortex,cortex,,1,HOMBA:10277,cingulate cortex,CCx,cingulate neocortex,CCx,HOMBA:AA30001,205,8,1.0,bm25+exact+fuzzy+hierarchy_parent,Cingulate cortex,Cingulate cortex,high_confidence,,1.0,common_parent_of_5_candidates,both
Cingulate cortex,cortex,,2,HOMBA:10282,"midcingulate cortex (MCC, intermediate cingulate cortex)",MCC,midcingulate cortex,MCC,HOMBA:10277,218,206,0.736733,bm25+fuzzy,Cingulate cortex,midcingulate cortex,needs_review,,1.0,,both
Cingulate cortex,cortex,,3,HOMBA:10278,anterior cingulate  cortex (ventromedial prefrontal cortex),ACC,anterior (rostral) cingulate (medial prefrontal) cortex,MFC,HOMBA:10277,212,206,0.717383,bm25+fuzzy,Cingulate cortex,anterior cingulate  cortex,needs_review,,1.0,,both
Prefrontal cortex,cortex,,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,1.0,bm25+exact+fuzzy+hierarchy_parent,Prefrontal cortex,Prefrontal cortex,high_confidence,,1.0,common_parent_of_3_candidates,both
Prefrontal cortex,cortex,,2,HOMBA:10161,frontal cortex,FCx,frontal neocortex,FCx,HOMBA:AA30001,8,8,0.8342,bm25+fuzzy+hierarchy_parent,Prefrontal cortex,frontal cortex,needs_review,,1.0,common_parent_of_4_candidates,both
Prefrontal cortex,cortex,,3,HOMBA:10173,dorsolateral prefrontal cortex,DFC,dorsolateral prefrontal cortex,DFC,HOMBA:10172,14,10,0.779167,bm25+fuzzy,Prefrontal cortex,dorsolateral prefrontal cortex,needs_review,,1.0,,both
Motor cortex,cortex,common name,1,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),MoC,,,HOMBA:10161,58,9,1.0,bm25+exact+fuzzy+hierarchy_parent,Motor cortex,Motor cortex,high_confidence,,1.0,common_parent_of_2_candidates,both
Motor cortex,cortex,common name,2,HOMBA:10161,frontal cortex,FCx,frontal neocortex,FCx,HOMBA:AA30001,8,8,0.8342,bm25+fuzzy+hierarchy_parent,Motor cortex,frontal cortex,needs_review,,1.0,common_parent_of_3_candidates,both
Motor cortex,cortex,common name,3,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",A6,premotor cortex (area 6),PMC,HOMBA:AA30009,65,59,0.736733,bm25+fuzzy,Motor cortex,premotor cortex,needs_review,,1.0,,both
Primary motor cortex,cortex,M1,1,HOMBA:10163,"primary motor cortex (first motor cortex, area 4, area FA)",M1,"primary motor cortex (area M1, area 4)",M1C,HOMBA:AA30009,59,59,1.0,bm25+exact+fuzzy,Primary motor cortex,Primary motor cortex,high_confidence,,1.0,,both
Primary motor cortex,cortex,M1,2,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),MoC,,,HOMBA:10161,58,9,0.8342,bm25+fuzzy+hierarchy_parent,Primary motor cortex,frontal motor cortex (posterior frontal cortex),needs_review,,1.0,common_parent_of_2_candidates,both
Primary motor cortex,cortex,M1,3,HOMBA:10161,frontal cortex,FCx,frontal neocortex,FCx,HOMBA:AA30001,8,8,0.702391,bm25+fuzzy+hierarchy_parent,Primary motor cortex,frontal cortex,needs_review,,1.0,common_parent_of_2_candidates,both
Supplementary motor area,cortex,SMA,1,HOMBA:AA30012,medial division of area 6 (supplementary motor area),SMA,,,HOMBA:10168,70,66,1.0,bm25+exact+fuzzy,Supplementary motor area,Supplementary motor area,high_confidence,,1.0,,both
Supplementary motor area,cortex,SMA,2,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),MoC,,,HOMBA:10161,58,9,0.462166,bm25+hierarchy_parent,Supplementary motor area,frontal motor cortex (posterior frontal cortex),low_confidence,,1.0,common_parent_of_2_candidates,both
Supplementary motor area,cortex,SMA,3,HOMBA:10163,"primary motor cortex (first motor cortex, area 4, area FA)",M1,"primary motor cortex (area M1, area 4)",M1C,HOMBA:AA30009,59,59,0.457402,bm25+fuzzy,Supplementary motor area,primary motor area,low_confidence,,1.0,,both
Premotor cortex,cortex,,1,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",A6,premotor cortex (area 6),PMC,HOMBA:AA30009,65,59,1.0,bm25+exact+fuzzy,Premotor cortex,Premotor cortex,high_confidence,,1.0,,both
Premotor cortex,cortex,,2,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),MoC,,,HOMBA:10161,58,9,0.8342,bm25+fuzzy+hierarchy_parent,Premotor cortex,frontal motor cortex (posterior frontal cortex),needs_review,,1.0,common_parent_of_2_candidates,both
Premotor cortex,cortex,,3,HOMBA:AA30011,area 55b of premotor cortex,A55b,,,HOMBA:10169,68,67,0.770833,bm25+fuzzy,Premotor cortex,area 55b of premotor cortex,needs_review,,1.0,,both
Primary somatosensory cortex,cortex,S1,1,HOMBA:10209,"primary somatosensory cortex (first somatosensory cortex, areas 3,1,2)",S1,"primary somatosensory cortex (area S1, areas 3,1,2)",S1C,HOMBA:10208,73,73,1.0,bm25+exact+fuzzy+hierarchy_parent,Primary somatosensory cortex,Primary somatosensory cortex,high_confidence,,1.0,common_parent_of_2_candidates,both
Primary somatosensory cortex,cortex,S1,2,HOMBA:AA30811,subareas of primary somatosensory cortex,S1sa,,,HOMBA:10209,74,74,0.9575,bm25+fuzzy+hierarchy_parent,Primary somatosensory cortex,subareas of primary somatosensory cortex,high_confidence,,1.0,common_parent_of_3_candidates,both
Primary somatosensory cortex,cortex,S1,3,HOMBA:AA30014,area 1 of primary somatosensory cortex,S1A1,,,HOMBA:AA30811,78,75,0.8775,bm25+fuzzy,Primary somatosensory cortex,area 1 of primary somatosensory cortex,needs_review,,1.0,,both
Secondary somatosensory cortex,cortex,S2,1,HOMBA:13010,subcentral cortex (area 43; secondary somatosensory cortex),A43,"subcentral cortex (gustatory cortex, area 43)",ScC,HOMBA:10208,87,73,1.0,bm25+exact+fuzzy,Secondary somatosensory cortex,Secondary somatosensory cortex,high_confidence,,1.0,,both
Secondary somatosensory cortex,cortex,S2,2,HOMBA:10208,parietal cortex,PCx,parietal neocortex,PCx,HOMBA:AA30001,72,8,0.8342,bm25+hierarchy_parent,Secondary somatosensory cortex,parietal cortex,needs_review,,1.0,common_parent_of_2_candidates,both
Secondary somatosensory cortex,cortex,S2,3,HOMBA:13322,dorsolateral temporal cortex,DLTC,dorsolateral temporal neocortex,DLTC,HOMBA:10235,125,125,0.711932,hierarchy_parent,Secondary somatosensory cortex,dorsolateral temporal cortex,needs_review,,1.0,common_parent_of_3_candidates,both
Somatosensory cortex,cortex,generic,1,HOMBA:10209,"primary somatosensory cortex (first somatosensory cortex, areas 3,1,2)",S1,"primary somatosensory cortex (area S1, areas 3,1,2)",S1C,HOMBA:10208,73,73,0.856667,bm25+fuzzy+hierarchy_parent,Somatosensory cortex,primary somatosensory cortex,needs_review,,1.0,common_parent_of_2_candidates,both
Somatosensory cortex,cortex,generic,2,HOMBA:13010,subcentral cortex (area 43; secondary somatosensory cortex),A43,"subcentral cortex (gustatory cortex, area 43)",ScC,HOMBA:10208,87,73,0.854167,bm25+fuzzy,Somatosensory cortex,secondary somatosensory cortex,needs_review,,1.0,,both
Somatosensory cortex,cortex,generic,3,HOMBA:10208,parietal cortex,PCx,parietal neocortex,PCx,HOMBA:AA30001,72,8,0.805533,bm25+hierarchy_parent,Somatosensory cortex,parietal cortex,needs_review,,1.0,common_parent_of_2_candidates,both
Primary visual cortex,cortex,V1,1,HOMBA:10269,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",V1,"primary visual cortex (striate cortex, area V1/17)",V1C,HOMBA:10268,176,173,1.0,bm25+exact+fuzzy+hierarchy_parent,Primary visual cortex,Primary visual cortex,high_confidence,,1.0,common_parent_of_2_candidates,both
Primary visual cortex,cortex,V1,2,HOMBA:AA30822,dorsolateral extrastriate occipital cortex,ESdl,,,HOMBA:10270,180,180,0.9575,hierarchy_parent,Primary visual cortex,dorsolateral extrastriate occipital cortex,high_confidence,,1.0,common_parent_of_6_candidates,both
Primary visual cortex,cortex,V1,3,HOMBA:146034690,area x of visual cortex,Vx,area x of visual cortex,Vx,HOMBA:AA30822,181,181,0.8775,bm25+fuzzy,Primary visual cortex,area x of primary visual cortex,needs_review,,1.0,,both
Visual cortex,cortex,generic,1,HOMBA:10269,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",V1,"primary visual cortex (striate cortex, area V1/17)",V1C,HOMBA:10268,176,173,1.0,bm25+exact+fuzzy+hierarchy_parent,Visual cortex,Visual cortex,high_confidence,,1.0,common_parent_of_2_candidates,both
Visual cortex,cortex,generic,2,HOMBA:AA30822,dorsolateral extrastriate occipital cortex,ESdl,,,HOMBA:10270,180,180,0.936667,hierarchy_parent,Visual cortex,dorsolateral extrastriate occipital cortex,high_confidence,,1.0,common_parent_of_6_candidates,both
Visual cortex,cortex,generic,3,HOMBA:146034690,area x of visual cortex,Vx,area x of visual cortex,Vx,HOMBA:AA30822,181,181,0.856667,bm25+fuzzy,primary visual cortex,area x of primary visual cortex,needs_review,,1.0,,both
Primary auditory cortex,cortex,A1,1,HOMBA:10236,"primary auditory cortex (first auditory cortex, auditory core region)",Au1,primary auditory cortex (core),A1C,HOMBA:13322,126,126,1.0,bm25+exact+fuzzy+hierarchy_parent,Primary auditory cortex,Primary auditory cortex,high_confidence,,1.0,common_parent_of_2_candidates,both
Primary auditory cortex,cortex,A1,2,HOMBA:13322,dorsolateral temporal cortex,DLTC,dorsolateral temporal neocortex,DLTC,HOMBA:10235,125,125,0.97,hierarchy_parent,Primary auditory cortex,dorsolateral temporal cortex,high_confidence,,1.0,common_parent_of_3_candidates,both
Primary auditory cortex,cortex,A1,3,HOMBA:10239,"secondary auditory cortex (auditory belt region, area 42, area TB)",A42,"secondary auditory cortex (belt, area 42)",A42,HOMBA:13322,129,126,0.8775,bm25+fuzzy,Primary auditory cortex,secondary primary auditory cortex,needs_review,,1.0,,both
Auditory cortex,cortex,generic,1,HOMBA:10236,"primary auditory cortex (first auditory cortex, auditory core region)",Au1,primary auditory cortex (core),A1C,HOMBA:13322,126,126,1.0,bm25+exact+fuzzy+hierarchy_parent,Auditory cortex,Auditory cortex,high_confidence,,1.0,common_parent_of_2_candidates,both
Auditory cortex,cortex,generic,2,HOMBA:13322,dorsolateral temporal cortex,DLTC,dorsolateral temporal neocortex,DLTC,HOMBA:10235,125,125,0.97,hierarchy_parent,Auditory cortex,dorsolateral temporal cortex,high_confidence,,1.0,common_parent_of_3_candidates,both
Auditory cortex,cortex,generic,3,HOMBA:10239,"secondary auditory cortex (auditory belt region, area 42, area TB)",A42,"secondary auditory cortex (belt, area 42)",A42,HOMBA:13322,129,126,0.856667,bm25+fuzzy,primary auditory cortex,secondary primary auditory cortex,needs_review,,1.0,,both
Entorhinal cortex,cortex,,1,HOMBA:10317,entorhinal cortex,ERC,entorhinal cortex,EC,HOMBA:10314,276,276,1.0,bm25+exact+fuzzy+hierarchy_parent,Entorhinal cortex,Entorhinal cortex,high_confidence,,1.0,common_parent_of_3_candidates,both
Entorhinal cortex,cortex,,2,HOMBA:AA30126,lamination of entorhinal cortex,ERCl,,,HOMBA:AA30125,374,374,0.765457,bm25+fuzzy,Entorhinal cortex,lamination of entorhinal cortex,needs_review,,1.0,,both
Entorhinal cortex,cortex,,3,HOMBA:11381,rostral division of entorhinal cortex,ER,rostral part of entorhinal cortex,ER,HOMBA:10318,279,278,0.74053,bm25+fuzzy,Entorhinal cortex,rostral part of entorhinal cortex,needs_review,,1.0,,both
Perirhinal cortex,cortex,,1,HOMBA:10320,perirhinal cortex (area 35),A35,perirhinal cortex (area 35),A35,HOMBA:AA30025,158,158,1.0,bm25+exact+fuzzy,Perirhinal cortex,Perirhinal cortex,high_confidence,,1.0,,both
Perirhinal cortex,cortex,,2,HOMBA:AA30025,perirhinal cortical region,PRR,,,HOMBA:AA30846,157,157,0.97,bm25+fuzzy+hierarchy_parent,Perirhinal cortex,perirhinal cortical region,high_confidence,,1.0,common_parent_of_2_candidates,both
Perirhinal cortex,cortex,,3,HOMBA:10257,ectorhinal cortex (area 36),A36,rostral division of MITC (area 36),A36,HOMBA:AA30025,161,158,0.598894,bm25+fuzzy,Perirhinal cortex,ectorhinal cortex,low_confidence,,1.0,,both
Parahippocampal cortex,cortex,,1,HOMBA:12162,parahippocampal gyrus,PHG,parahippocampal gyrus,PHG,HOMBA:12139,1980,1960,1.0,bm25+exact+fuzzy+hierarchy_parent,Parahippocampal cortex,Parahippocampal cortex,high_confidence,,1.0,common_parent_of_3_candidates,both
Parahippocampal cortex,cortex,,2,HOMBA:12163,anterior parahippocampal gyrus,APH,anterior parahippocampal gyrus,APH,HOMBA:12162,1982,1981,0.736733,bm25+fuzzy,Parahippocampal cortex,anterior parahippocampal cortex,needs_review,,1.0,,both
Parahippocampal cortex,cortex,,3,HOMBA:12164,posterior parahippocampal gyrus,PPH,posterior parahippocampal gyrus,PPH,HOMBA:12162,1983,1981,0.736733,bm25+fuzzy,Parahippocampal cortex,posterior parahippocampal cortex,needs_review,,1.0,,both
Retrosplenial cortex,cortex,,1,HOMBA:10324,retrosplenial cortex,RSC,retrosplenial cortex,RSC,HOMBA:10277,230,206,1.0,bm25+exact+fuzzy+hierarchy_parent,Retrosplenial cortex,Retrosplenial cortex,high_confidence,,1.0,common_parent_of_2_candidates,both
Retrosplenial cortex,cortex,,2,HOMBA:10326,"agranular retrosplenial cortex (area 30, RSag)",A30,area 30 of retrosplenial cortex,A30,HOMBA:10324,234,231,0.854167,bm25+fuzzy,Retrosplenial cortex,agranular retrosplenial cortex,needs_review,,1.0,,both
Retrosplenial cortex,cortex,,3,HOMBA:10277,cingulate cortex,CCx,cingulate neocortex,CCx,HOMBA:AA30001,205,8,0.8342,bm25+hierarchy_parent,Retrosplenial cortex,cingulate cortex,needs_review,,1.0,common_parent_of_4_candidates,both
Orbitofrontal cortex,cortex,OFC,1,HOMBA:10194,orbital frontal cortex,OFC,orbital frontal cortex,OFC,HOMBA:10161,37,9,1.0,bm25+exact+fuzzy+hierarchy_parent,Orbitofrontal cortex,Orbitofrontal cortex,high_confidence,,1.0,common_parent_of_4_candidates,both
Orbitofrontal cortex,cortex,OFC,2,HOMBA:10161,frontal cortex,FCx,frontal neocortex,FCx,HOMBA:AA30001,8,8,0.8342,bm25+fuzzy+hierarchy_parent,Orbitofrontal cortex,frontal cortex,needs_review,,1.0,common_parent_of_4_candidates,both
Orbitofrontal cortex,cortex,OFC,3,HOMBA:AA30005,orbitofrontal insular cortex,OFI,,,HOMBA:10161,54,9,0.741514,bm25+fuzzy+hierarchy_parent,Orbitofrontal cortex,orbitofrontal insular cortex,needs_review,,1.0,common_parent_of_3_candidates,both
Prefrontal cortex,cortex,,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,1.0,bm25+exact+fuzzy+hierarchy_parent,Prefrontal cortex,Prefrontal cortex,high_confidence,,1.0,common_parent_of_3_candidates,both
Prefrontal cortex,cortex,,2,HOMBA:10161,frontal cortex,FCx,frontal neocortex,FCx,HOMBA:AA30001,8,8,0.8342,bm25+fuzzy+hierarchy_parent,Prefrontal cortex,frontal cortex,needs_review,,1.0,common_parent_of_4_candidates,both
Prefrontal cortex,cortex,,3,HOMBA:10173,dorsolateral prefrontal cortex,DFC,dorsolateral prefrontal cortex,DFC,HOMBA:10172,14,10,0.779167,bm25+fuzzy,Prefrontal cortex,dorsolateral prefrontal cortex,needs_review,,1.0,,both
Dorsolateral prefrontal cortex,cortex,dlPFC,1,HOMBA:10173,dorsolateral prefrontal cortex,DFC,dorsolateral prefrontal cortex,DFC,HOMBA:10172,14,10,1.0,bm25+exact+fuzzy,Dorsolateral prefrontal cortex,Dorsolateral prefrontal cortex,high_confidence,,1.0,,both
